rowid,pl_name,hostname,pl_letter,discoverymethod,disc_year,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_masse,pl_massj,st_spectype,st_teff,st_rad,st_mass,ra,dec,sy_dist,sy_plx
667,GJ 3512 c,GJ 3512,c,Radial Velocity,2020,1599.6,1.292,,,,,M5.5 V,3081.0,0.139,0.123,130.3316616,59.4918364,9.48637,105.386
668,GJ 3512 c,GJ 3512,c,Radial Velocity,2020,2354.0,1.731,,,,,M5.5 V,3141.0,0.139,0.123,130.3316616,59.4918364,9.48637,105.386
669,GJ 357 b,GJ 357,b,Transit,2019,3.93072,0.035,1.217,0.10857347,1.84,0.00578926,M2.5 V,3505.0,0.337,0.342,144.0074644,-21.6650634,9.44181,105.883
670,GJ 357 b,GJ 357,b,Transit,2019,3.930623,,,,,,M2.5 V,3505.0,0.337,0.342,144.0074644,-21.6650634,9.44181,105.883
671,GJ 357 b,GJ 357,b,Transit,2019,3.9306027,,1.26995,0.11329755,,,,3505.0,0.36,,144.0074644,-21.6650634,9.44181,105.883
672,GJ 357 b,GJ 357,b,Transit,2019,3.9306,0.036,1.2,0.10705701,,,M2.5 V,3505.0,0.337,0.342,144.0074644,-21.6650634,9.44181,105.883
673,GJ 357 c,GJ 357,c,Radial Velocity,2019,9.1247,0.061,,,,,M2.5 V,3505.0,0.337,0.342,144.0074644,-21.6650634,9.44181,105.883
674,GJ 357 d,GJ 357,d,Radial Velocity,2019,55.661,0.204,,,,,M2.5 V,3505.0,0.337,0.342,144.0074644,-21.6650634,9.44181,105.883
675,GJ 3634 b,GJ 3634,b,Radial Velocity,2010,2.64561,0.0287,,,8.4,0.026,M2.5,,0.43,0.45,164.6433493,-31.1443383,20.3779,49.044
676,GJ 367 b,GJ 367,b,Transit,2021,0.321962,0.0071,0.718,0.06405578,0.546,0.00171791,M1.0 V,3522.0,0.457,0.454,146.121464,-45.7790165,9.41263,106.211
677,GJ 367 b,GJ 367,b,Transit,2021,0.3219225,0.00709,0.699,0.06236071,0.633,0.00199164,M1.0 V,3522.0,0.458,0.455,146.121464,-45.7790165,9.41263,106.211
678,GJ 367 b,GJ 367,b,Transit,2021,0.3219233,,2.66076,0.23737752,,,,3518.0,0.46,,146.121464,-45.7790165,9.41263,106.211
679,GJ 367 c,GJ 367,c,Radial Velocity,2023,11.5301,,,,,,M1.0 V,3522.0,0.458,0.455,146.121464,-45.7790165,9.41263,106.211
680,GJ 367 d,GJ 367,d,Radial Velocity,2023,34.369,,,,,,M1.0 V,3522.0,0.458,0.455,146.121464,-45.7790165,9.41263,106.211
681,GJ 3779 b,GJ 3779,b,Radial Velocity,2018,3.0232,0.026,,,,,M4.0 V,3324.0,0.281,0.27,200.7335358,24.4639425,13.743,72.7352
682,GJ 3929 b,GJ 3929,b,Transit,2022,2.61627687236,,1.09728674,0.09789353,,,,3352.0,0.325635,,239.5775678,35.4081141,15.8095,63.224
683,GJ 3929 b,GJ 3929,b,Transit,2022,2.616235,0.0252,1.09,0.09724345,1.75,0.00550612,,3384.0,0.32,0.313,239.5775678,35.4081141,15.8095,63.224
684,GJ 3929 b,GJ 3929,b,Transit,2022,2.6162745,0.02569,1.15,0.1025963,1.21,0.00380709,M3.5 V,3369.0,0.315,0.309,239.5775678,35.4081141,15.8095,63.224
685,GJ 3929 c,GJ 3929,c,Radial Velocity,2022,15.04,0.081,,,,,,3384.0,0.32,0.313,239.5775678,35.4081141,15.8095,63.224
686,GJ 393 b,GJ 393,b,Radial Velocity,2021,7.02679,0.05402,,,,,M2.0 V,3579.0,0.426,0.426,157.2288672,0.8378485,7.03149,142.188
687,GJ 3942 b,GJ 3942,b,Radial Velocity,2017,6.905,0.0608,,,,,M0,3867.0,0.61,0.63,242.2645452,52.9441443,16.9287,59.0421
688,GJ 3988 b,GJ 3988,b,Radial Velocity,2023,6.9442,0.0405,,,,,M4.5 V,3273.0,0.19734,0.1842,255.8503747,51.4089795,9.9105,100.874
689,GJ 3998 b,GJ 3998,b,Radial Velocity,2016,2.64977,0.029,,,,,M1,3722.0,0.49,0.5,259.0020507,11.0561751,18.1459,55.0799
690,GJ 3998 b,GJ 3998,b,Radial Velocity,2016,2.65033,0.03,,,,,,3726.0,0.5,0.52,259.0020507,11.0561751,18.1459,55.0799
691,GJ 3998 c,GJ 3998,c,Radial Velocity,2016,13.727,0.09,,,,,,3726.0,0.5,0.52,259.0020507,11.0561751,18.1459,55.0799
692,GJ 3998 c,GJ 3998,c,Radial Velocity,2016,13.74,0.089,,,,,M1,3722.0,0.49,0.5,259.0020507,11.0561751,18.1459,55.0799
693,GJ 3998 d,GJ 3998,d,Radial Velocity,2025,41.78,0.189,,,,,,3726.0,0.5,0.52,259.0020507,11.0561751,18.1459,55.0799
694,GJ 411 b,GJ 411,b,Radial Velocity,2019,12.9382,0.07892,,,,,,3719.95,0.369083,0.391846,165.834471,35.972317,5.675773,392.4
695,GJ 411 b,GJ 411,b,Radial Velocity,2019,12.9394,0.07879,,,,,,3719.0,0.3685,0.3899,165.834471,35.972317,5.675773,392.4
696,GJ 411 b,GJ 411,b,Radial Velocity,2019,12.946,0.0789,,,,,M1.5 V,3601.0,0.392,0.39,165.834471,35.972317,5.675773,392.4
697,GJ 411 b,GJ 411,b,Radial Velocity,2019,12.9532,0.0785,,,,,M1.9,3563.0,0.389,0.386,165.834471,35.972317,5.675773,392.4
698,GJ 414 A b,GJ 414 A,b,Radial Velocity,2021,50.8,0.2324,2.63,0.23463288,,,K7 V,4120.0,0.68,0.65,167.7745044,30.4451688,11.8893,84.0803
699,GJ 414 A b,GJ 414 A,b,Radial Velocity,2021,51.625,0.2403,,,,,,4205.93,0.669922,0.694721,167.7745044,30.4451688,11.8893,84.0803
700,GJ 414 A c,GJ 414 A,c,Radial Velocity,2021,749.83,1.4,8.4,0.74939781,,,K7 V,4120.0,0.68,0.65,167.7745044,30.4451688,11.8893,84.0803
701,GJ 414 A c,GJ 414 A,c,Radial Velocity,2021,744.7,1.424,,,,,,4205.93,0.669922,0.694721,167.7745044,30.4451688,11.8893,84.0803
702,GJ 422 b,GJ 422,b,Radial Velocity,2014,26.161,0.119,,,,,M3.5 V,3323.0,,0.35,168.9810458,-57.5425629,12.6631,78.9409
703,GJ 422 b,GJ 422,b,Radial Velocity,2014,20.129,0.111,,,,,,,,0.35,168.9810458,-57.5425629,12.6631,78.9409
704,GJ 4276 b,GJ 4276,b,Radial Velocity,2019,13.352,0.082,,,,,M4.0,3387.0,0.407,0.406,336.3221454,59.412503,21.3362,46.8399
705,GJ 433 b,GJ 433,b,Radial Velocity,2011,7.3705,0.062,,,,,,,,0.48,173.8619194,-32.5436302,9.06456,110.291
706,GJ 433 b,GJ 433,b,Radial Velocity,2011,7.3709,0.058,,,,,M1.5,3600.0,,0.48,173.8619194,-32.5436302,9.06456,110.291
707,GJ 433 b,GJ 433,b,Radial Velocity,2011,7.3697,0.06,,,,,M1.5 V,3472.0,,0.48,173.8619194,-32.5436302,9.06456,110.291
708,GJ 433 b,GJ 433,b,Radial Velocity,2011,7.3709,0.06,,,,,,3461.0,0.5,0.59,173.8619194,-32.5436302,9.06456,110.291
709,GJ 433 c,GJ 433,c,Radial Velocity,2014,5094.105,4.819,,,,,,,,0.48,173.8619194,-32.5436302,9.06456,110.291
710,GJ 433 c,GJ 433,c,Radial Velocity,2014,3400.0,3.6,,,,,M1.5 V,3472.0,,0.48,173.8619194,-32.5436302,9.06456,110.291
711,GJ 433 d,GJ 433,d,Radial Velocity,2020,36.059,0.178,,,,,,,,0.48,173.8619194,-32.5436302,9.06456,110.291
712,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.6,0.029,4.26,0.38,23.201,0.073,M2.5 V,,,,175.5505363,26.7030669,9.75321,102.501
713,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.6438979,0.0287,3.96,0.35328754,,,,3585.0,0.437,0.452,175.5505363,26.7030669,9.75321,102.501
714,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64389788,0.03109,4.1910451,0.3739,23.138024,0.0728,,3350.0,,,175.5505363,26.7030669,9.75321,102.501
715,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64389846,,,,,,,3456.0,0.425432,0.419868,175.5505363,26.7030669,9.75321,102.501
716,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64385,0.0285,,,,,,3350.0,,0.44,175.5505363,26.7030669,9.75321,102.501
717,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.643897528,,,,,,,,,,175.5505363,26.7030669,9.75321,102.501
718,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.643892,0.02849,,,,,,3586.11,0.416843,0.441167,175.5505363,26.7030669,9.75321,102.501
719,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.6438986,,,,,,,3500.0,,,175.5505363,26.7030669,9.75321,102.501
720,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64388561055,,3.81211403,0.34009462,,,,3456.0,0.425432,,175.5505363,26.7030669,9.75321,102.501
721,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.643859,0.0278,,,,,,3456.0,0.425432,0.419868,175.5505363,26.7030669,9.75321,102.501
722,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.644,0.028,,,,,,3456.0,0.425432,0.419868,175.5505363,26.7030669,9.75321,102.501
723,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.6438904,,4.04,0.36042466,,,,3500.0,0.446,0.452,175.5505363,26.7030669,9.75321,102.501
724,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64389524,0.02887,4.091285,0.365,23.424071,0.0737,,3500.0,0.454,0.459,175.5505363,26.7030669,9.75321,102.501
725,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64389803,0.0308,4.1,0.366,25.4,0.08,,3416.0,0.455,0.556,175.5505363,26.7030669,9.75321,102.501
726,GJ 436 b,GJ 436,b,Radial Velocity,2004,,,,,21.676006,0.0682,,,,0.452,175.5505363,26.7030669,9.75321,102.501
727,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.643943,0.0278,,,,,,3456.0,0.425432,0.419868,175.5505363,26.7030669,9.75321,102.501
728,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64385,0.02872,4.2224,0.3767,23.1688,0.0729,,3350.0,0.464,0.452,175.5505363,26.7030669,9.75321,102.501
729,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64389751,,,,,,,3350.0,0.464,0.452,175.5505363,26.7030669,9.75321,102.501
730,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64386,0.02872,4.2,0.37,23.1,0.073,,,0.45,,175.5505363,26.7030669,9.75321,102.501
731,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64388312,0.0291,4.17,0.372,22.1,0.07,,,0.455,0.47,175.5505363,26.7030669,9.75321,102.501
732,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.6441,0.0278,,,,,M2.5 V,,,0.41,175.5505363,26.7030669,9.75321,102.501
733,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.64389803,,,,25.4,0.07991694,,3479.0,0.449,0.445,175.5505363,26.7030669,9.75321,102.501
734,GJ 436 b,GJ 436,b,Radial Velocity,2004,2.643897621,,,,,,,3350.0,0.464,0.452,175.5505363,26.7030669,9.75321,102.501
735,GJ 463 b,GJ 463,b,Radial Velocity,2022,3459.0,3.53,,,,,M3.0 V,3563.0,0.483,0.486,185.7440496,64.0324311,18.3554,54.4509
736,GJ 463 b,GJ 463,b,Radial Velocity,2022,3448.0,3.53,,,1080.6165838,3.4,M3 V,3540.0,0.49,0.49,185.7440496,64.0324311,18.3554,54.4509
737,GJ 463 b,GJ 463,b,Radial Velocity,2022,3448.0,3.53,,,,,M3 V,3540.0,0.49,0.49,185.7440496,64.0324311,18.3554,54.4509
738,GJ 463 b,GJ 463,b,Radial Velocity,2022,3448.0,3.53,,,1144.1822652,3.6,M3 V,3540.0,0.49,0.49,185.7440496,64.0324311,18.3554,54.4509
739,GJ 480 b,GJ 480,b,Radial Velocity,2020,9.567,0.068,,,,,M3.5 Ve,,,0.45,189.7134226,11.6950708,14.2358,70.2164
740,GJ 486 b,GJ 486,b,Radial Velocity,2021,1.467119,0.01734,1.305,0.1164243,2.82,0.00887267,M3.5 V,3340.0,0.328,0.323,191.981531,9.7494181,8.07426,123.821
741,GJ 486 b,GJ 486,b,Radial Velocity,2021,1.4671205,0.01713,1.343,0.11981464,3.0,0.00943906,M3.5 V,3291.0,0.339,0.333,191.981531,9.7494181,8.07426,123.821
742,GJ 486 b,GJ 486,b,Radial Velocity,2021,1.46711903473,,1.3241394,0.11813201,,,,3297.0,0.331472,,191.981531,9.7494181,8.07426,123.821
743,GJ 486 b,GJ 486,b,Radial Velocity,2021,1.46712127,0.01714,1.289,0.11499708,2.77,0.00871539,,3317.0,0.3243,0.312,191.981531,9.7494181,8.07426,123.821
744,GJ 504 b,GJ 504,b,Imaging,2013,,,12.10569916,1.08,,,,,,,199.192348,9.4249781,17.5299,57.0186
745,GJ 504 b,GJ 504,b,Imaging,2013,,43.5,,,1271.3,4.0,G0 V,6234.0,,1.22,199.192348,9.4249781,17.5299,57.0186
746,GJ 508.2 b,GJ 508.2,b,Radial Velocity,2025,5300.0,4.85,,,,,M1.0 V,3720.0,0.53,0.54,200.2443854,34.2776644,16.6374,60.0765
747,GJ 514 b,GJ 514,b,Radial Velocity,2022,140.43,0.422,,,,,M0.5-1.0 V,3728.0,0.5,0.51,202.5040424,10.3725387,7.61778,131.243
748,GJ 536 b,GJ 536,b,Radial Velocity,2016,8.7076,0.06661,,,,,M1 V,3685.0,0.5,0.52,210.2597264,-2.6522901,10.4092,96.0398
749,GJ 536 b,GJ 536,b,Radial Velocity,2016,8.70874,0.0668,,,,,,3641.0,0.529,0.528,210.2597264,-2.6522901,10.4092,96.0398
750,GJ 536 b,GJ 536,b,Radial Velocity,2016,8.708,0.067,,,,,,3674.0,0.507819,0.50573,210.2597264,-2.6522901,10.4092,96.0398
751,GJ 536 c,GJ 536,c,Radial Velocity,2025,32.761,0.1617,,,,,,3641.0,0.529,0.528,210.2597264,-2.6522901,10.4092,96.0398
752,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.36841,0.0406163,,,,,M3 V,,0.29,0.31,229.8564725,-7.7226935,6.2981,158.749
753,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.3686,0.04061,,,,,,3396.0,0.329702,0.310747,229.8564725,-7.7226935,6.2981,158.749
754,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.36879,0.04099,,,,,,3490.39,0.315254,0.318714,229.8564725,-7.7226935,6.2981,158.749
755,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.366,0.041,,,,,M3 V,,0.29,0.31,229.8564725,-7.7226935,6.2981,158.749
756,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.36874,0.04,,,,,,,,,229.8564725,-7.7226935,6.2981,158.749
757,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.3686,0.0399,,,20.5,0.06450021,M3.0 V,3500.0,0.302,0.295,229.8564725,-7.7226935,6.2981,158.749
758,GJ 581 b,GJ 581,b,Radial Velocity,2005,5.368,0.041,,,,,,3396.0,0.329702,0.310747,229.8564725,-7.7226935,6.2981,158.749
759,GJ 581 c,GJ 581,c,Radial Velocity,2007,12.9191,0.072993,,,,,M3 V,,0.29,0.31,229.8564725,-7.7226935,6.2981,158.749
760,GJ 581 c,GJ 581,c,Radial Velocity,2007,12.914,0.0721,,,,,,3396.0,0.329702,0.310747,229.8564725,-7.7226935,6.2981,158.749
761,GJ 581 c,GJ 581,c,Radial Velocity,2007,12.9211,0.0718,,,6.81,0.02142666,M3.0 V,3500.0,0.302,0.295,229.8564725,-7.7226935,6.2981,158.749
762,GJ 581 c,GJ 581,c,Radial Velocity,2007,12.9144,0.07359,,,,,,3490.39,0.315254,0.318714,229.8564725,-7.7226935,6.2981,158.749
763,GJ 581 c,GJ 581,c,Radial Velocity,2007,12.9292,0.07,,,,,,,,,229.8564725,-7.7226935,6.2981,158.749
764,GJ 581 c,GJ 581,c,Radial Velocity,2007,12.919,0.074,,,,,,3396.0,0.329702,0.310747,229.8564725,-7.7226935,6.2981,158.749
765,GJ 581 e,GJ 581,e,Radial Velocity,2009,3.153,0.029,,,,,,3396.0,0.329702,0.310747,229.8564725,-7.7226935,6.2981,158.749
766,GJ 581 e,GJ 581,e,Radial Velocity,2009,3.14867,0.0284533,,,,,M3 V,,0.29,0.31,229.8564725,-7.7226935,6.2981,158.749
767,GJ 581 e,GJ 581,e,Radial Velocity,2009,3.1481,0.02799,,,2.48,0.00780295,M3.0 V,3500.0,0.302,0.295,229.8564725,-7.7226935,6.2981,158.749
768,GJ 581 e,GJ 581,e,Radial Velocity,2009,3.149,0.02815,,,,,,3396.0,0.329702,0.310747,229.8564725,-7.7226935,6.2981,158.749
769,GJ 581 e,GJ 581,e,Radial Velocity,2009,3.14942,0.03,,,,,,,,,229.8564725,-7.7226935,6.2981,158.749
770,GJ 625 b,GJ 625,b,Radial Velocity,2017,14.628,0.078361,,,,,M2,3499.0,0.31,0.3,246.3557854,54.3033625,6.47249,154.471
771,GJ 649 b,GJ 649,b,Radial Velocity,2009,604.8,1.1325,,,,,,3807.22,0.501728,0.529834,254.5363221,25.7419719,10.3796,96.3141
772,GJ 649 b,GJ 649,b,Radial Velocity,2009,600.1,1.112,,,,,M1.0,3734.0,0.5,0.51,254.5363221,25.7419719,10.3796,96.3141
773,GJ 649 b,GJ 649,b,Radial Velocity,2009,598.3,1.135,,,,,M1.5,3700.0,,0.54,254.5363221,25.7419719,10.3796,96.3141
774,GJ 667 C b,GJ 667 C,b,Radial Velocity,2012,7.1999,0.050431,,,,,,3650.0,,,259.7510609,-34.9977651,7.24396,138.017
775,GJ 667 C b,GJ 667 C,b,Radial Velocity,2012,7.2004,0.0505,,,,,M1.5 V,3350.0,,0.33,259.7510609,-34.9977651,7.24396,138.017
776,GJ 667 C b,GJ 667 C,b,Radial Velocity,2012,7.2,0.05,,,,,,3650.0,,,259.7510609,-34.9977651,7.24396,138.017
777,GJ 667 C b,GJ 667 C,b,Radial Velocity,2012,7.203,,,,,,,,,,259.7510609,-34.9977651,7.24396,138.017
778,GJ 667 C b,GJ 667 C,b,Radial Velocity,2012,7.20066,0.049,,,,,,,,,259.7510609,-34.9977651,7.24396,138.017
779,GJ 667 C c,GJ 667 C,c,Radial Velocity,2013,28.143,0.125,,,,,,3650.0,,,259.7510609,-34.9977651,7.24396,138.017
780,GJ 667 C c,GJ 667 C,c,Radial Velocity,2013,28.155,0.123,,,,,,,,,259.7510609,-34.9977651,7.24396,138.017
781,GJ 667 C c,GJ 667 C,c,Radial Velocity,2013,28.1,0.12501,,,,,,3650.0,,,259.7510609,-34.9977651,7.24396,138.017
782,GJ 667 C c,GJ 667 C,c,Radial Velocity,2013,28.14,0.125,,,,,M1.5 V,3350.0,,0.33,259.7510609,-34.9977651,7.24396,138.017
783,GJ 667 C e,GJ 667 C,e,Radial Velocity,2013,62.24,0.213,,,,,M1.5 V,3350.0,,0.33,259.7510609,-34.9977651,7.24396,138.017
784,GJ 667 C f,GJ 667 C,f,Radial Velocity,2013,39.026,0.156,,,,,M1.5 V,3350.0,,0.33,259.7510609,-34.9977651,7.24396,138.017
785,GJ 667 C g,GJ 667 C,g,Radial Velocity,2013,256.2,0.549,,,,,M1.5 V,3350.0,,0.33,259.7510609,-34.9977651,7.24396,138.017
786,GJ 674 b,GJ 674,b,Radial Velocity,2007,4.6938,0.039,,,,,M2.5,3600.0,,0.35,262.1700476,-46.8989826,4.54896,219.801
787,GJ 676 A b,GJ 676 A,b,Radial Velocity,2010,1051.1,1.812,,,2129.461,6.7,,,,,262.5448903,-51.6377777,16.0272,62.365
788,GJ 676 A b,GJ 676 A,b,Radial Velocity,2010,1050.3,1.8,,,,,M0 V,,,0.71,262.5448903,-51.6377777,16.0272,62.365
789,GJ 676 A b,GJ 676 A,b,Radial Velocity,2010,1056.80005,1.82,,,,,,3734.0,0.69,0.73,262.5448903,-51.6377777,16.0272,62.365
790,GJ 676 A b,GJ 676 A,b,Radial Velocity,2010,1051.44521,1.735,,,1840.86213334,5.792,,,,0.626,262.5448903,-51.6377777,16.0272,62.365
791,GJ 676 A b,GJ 676 A,b,Radial Velocity,2010,1056.8,1.82,,,,,M0 V,,,,262.5448903,-51.6377777,16.0272,62.365
792,GJ 676 A c,GJ 676 A,c,Radial Velocity,2016,13921.42302,9.726,,,4288.14086724,13.492,,,,0.626,262.5448903,-51.6377777,16.0272,62.365
793,GJ 676 A c,GJ 676 A,c,Radial Velocity,2016,7337.0,6.6,,,,,,,,,262.5448903,-51.6377777,16.0272,62.365
794,GJ 676 A d,GJ 676 A,d,Radial Velocity,2012,3.60076,0.039,,,,,,,,0.626,262.5448903,-51.6377777,16.0272,62.365
795,GJ 676 A d,GJ 676 A,d,Radial Velocity,2012,3.6005,,,,,,,,,,262.5448903,-51.6377777,16.0272,62.365
796,GJ 676 A d,GJ 676 A,d,Radial Velocity,2012,3.6,0.0413,,,,,M0 V,,,0.71,262.5448903,-51.6377777,16.0272,62.365
797,GJ 676 A e,GJ 676 A,e,Radial Velocity,2012,35.39,,,,,,,,,,262.5448903,-51.6377777,16.0272,62.365
798,GJ 676 A e,GJ 676 A,e,Radial Velocity,2012,35.37,0.187,,,,,M0 V,,,0.71,262.5448903,-51.6377777,16.0272,62.365
799,GJ 676 A e,GJ 676 A,e,Radial Velocity,2012,35.47358,0.181,,,,,,,,0.626,262.5448903,-51.6377777,16.0272,62.365
800,GJ 680 b,GJ 680,b,Radial Velocity,2022,17281.66514,10.138,,,7977.4930157,25.1,,,,0.456,263.8072214,-48.6788427,9.67315,103.35
801,GJ 682 b,GJ 682,b,Radial Velocity,2014,17.478,0.08,,,,,M3.5 V,3028.0,,0.27,264.2610245,-44.3232519,5.00671,199.703
802,GJ 682 c,GJ 682,c,Radial Velocity,2014,57.32,0.176,,,,,M3.5 V,3028.0,,0.27,264.2610245,-44.3232519,5.00671,199.703
803,GJ 685 b,GJ 685,b,Radial Velocity,2019,24.16,0.1344,,,,,M0.5,3816.0,0.54,0.55,263.8960378,61.6793482,14.3155,69.8254
804,GJ 687 b,GJ 687,b,Radial Velocity,2014,38.14,0.16353,,,,,M3 V,3413.0,0.4183,0.413,264.1041731,68.3336741,4.54939,219.781
805,GJ 687 b,GJ 687,b,Radial Velocity,2014,38.142,0.163,,,,,,,,0.4,264.1041731,68.3336741,4.54939,219.781
806,GJ 687 b,GJ 687,b,Radial Velocity,2014,38.14,0.17,,,,,,3340.0,0.43,0.45,264.1041731,68.3336741,4.54939,219.781
807,GJ 687 b,GJ 687,b,Radial Velocity,2014,38.152,0.1658,,,,,,3561.3,0.397371,0.417834,264.1041731,68.3336741,4.54939,219.781
808,GJ 687 c,GJ 687,c,Radial Velocity,2020,727.562,1.165,,,,,,,,0.4,264.1041731,68.3336741,4.54939,219.781
809,GJ 720 A b,GJ 720 A,b,Radial Velocity,2021,19.466,0.119,,,,,M0.5 V,3837.0,0.56,0.57,278.8294172,45.7456038,15.5575,64.2488
810,GJ 724 b,GJ 724,b,Radial Velocity,2023,5.101284,0.04685,,,,,M1.0 V,3799.0,0.52226,0.5271,280.238365,-13.3824997,16.9658,58.9132
811,GJ 740 b,GJ 740,b,Radial Velocity,2021,2.37756,0.029,,,,,M1.0 V,3913.0,0.56,0.58,284.4997178,5.902867,11.1017,90.0477
812,GJ 806 b,GJ 806,b,Transit,2023,0.9263237,,1.67823,0.14972191,,,,3573.0,0.43,,311.2697002,44.5002351,12.0445,82.9968
813,GJ 806 b,GJ 806,b,Transit,2023,0.9263237,0.01406,1.331,0.11874407,1.9,0.00597807,M1.5 V,3600.0,0.4144,0.413,311.2697002,44.5002351,12.0445,82.9968
814,GJ 806 c,GJ 806,c,Radial Velocity,2023,6.64064,0.0523,,,,,M1.5 V,3600.0,0.4144,0.413,311.2697002,44.5002351,12.0445,82.9968
815,GJ 832 b,GJ 832,b,Radial Velocity,2008,3853.0,3.7,,,314.65012293,0.99,M2/3 V,,,0.45,323.3912616,-49.0125169,4.96435,201.407
816,GJ 832 b,GJ 832,b,Radial Velocity,2008,3416.0,3.4,,,,,M1.5,3657.0,0.48,0.45,323.3912616,-49.0125169,4.96435,201.407
817,GJ 832 b,GJ 832,b,Radial Velocity,2008,3507.0,3.46,,,,,,,0.441557,0.437474,323.3912616,-49.0125169,4.96435,201.407
818,GJ 832 b,GJ 832,b,Radial Velocity,2008,3610.0,3.53,,,254.2627256,0.8,M1 V,3472.0,,0.45,323.3912616,-49.0125169,4.96435,201.407
819,GJ 832 b,GJ 832,b,Radial Velocity,2008,3657.0,3.56,,,,,,3472.0,,0.45,323.3912616,-49.0125169,4.96435,201.407
820,GJ 849 b,GJ 849,b,Radial Velocity,2006,1940.0,2.409,,,,,,3562.68,0.468458,0.495859,332.4229938,-4.6408317,8.80058,113.6
821,GJ 849 b,GJ 849,b,Radial Velocity,2006,1882.0,2.35,,,,,,3241.0,0.53,0.65,332.4229938,-4.6408317,8.80058,113.6
822,GJ 849 b,GJ 849,b,Radial Velocity,2006,1924.0,2.39,,,,,,3407.0,0.463912,0.461286,332.4229938,-4.6408317,8.80058,113.6
823,GJ 849 b,GJ 849,b,Radial Velocity,2006,1845.0,2.32,,,,,M3 V,,,0.49,332.4229938,-4.6408317,8.80058,113.6
824,GJ 849 b,GJ 849,b,Radial Velocity,2006,1890.0,2.35,,,,,M3.5 V,,,0.49,332.4229938,-4.6408317,8.80058,113.6
825,GJ 849 b,GJ 849,b,Radial Velocity,2006,1915.0,,,,,,M3.5,,,0.49,332.4229938,-4.6408317,8.80058,113.6
826,GJ 849 b,GJ 849,b,Radial Velocity,2006,1925.31,2.32,,,,,M3.5,3467.0,0.45,0.45,332.4229938,-4.6408317,8.80058,113.6
827,GJ 849 c,GJ 849,c,Radial Velocity,2014,7068.0,,,,,,M3.5,,,0.49,332.4229938,-4.6408317,8.80058,113.6
828,GJ 849 c,GJ 849,c,Radial Velocity,2014,5990.0,4.95,,,,,M3.5,3467.0,0.45,0.45,332.4229938,-4.6408317,8.80058,113.6
829,GJ 849 c,GJ 849,c,Radial Velocity,2014,5750.0,4.974,,,,,,3562.68,0.468458,0.495859,332.4229938,-4.6408317,8.80058,113.6
830,GJ 86 b,GJ 86,b,Radial Velocity,1999,15.764,0.114,,,,,,,,0.8,32.6224785,-50.8209945,10.7836,92.7042
831,GJ 86 b,GJ 86,b,Radial Velocity,1999,15.76491,0.11,,,,,,5182.0,0.77,0.93,32.6224785,-50.8209945,10.7836,92.7042
832,GJ 86 b,GJ 86,b,Radial Velocity,1999,15.76491,0.113,,,,,,5151.0,,0.77,32.6224785,-50.8209945,10.7836,92.7042
833,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.082,0.214,,,,,,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
834,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.1166,0.208317,,,723.2235,2.2756,,,0.3,0.32,343.3239737,-14.2665958,4.67517,213.867
835,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.02,0.208,,,,,,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
836,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.087,0.218585,,,845.3,2.6595979,,,,0.37,343.3239737,-14.2665958,4.67517,213.867
837,GJ 876 b,GJ 876,b,Radial Velocity,1998,61.4,,,,1144.1822652,3.6,,,,,343.3239737,-14.2665958,4.67517,213.867
838,GJ 876 b,GJ 876,b,Radial Velocity,1998,60.85,0.21,,,,,,3271.0,0.352224,0.336778,343.3239737,-14.2665958,4.67517,213.867
